Gene_ID,TG_D14,TG_D0,log2FoldChange,pvalue,padj,GeneName,Chrom,Strand,Start,End,GeneLength,GeneType,GeneDescription,TG_D14_1_readcount,TG_D14_2_readcount,TG_D14_3_readcount,TG_D0_1_readcount,TG_D0_2_readcount,TG_D0_3_readcount,TG_D14_1_fpkm,TG_D14_2_fpkm,TG_D14_3_fpkm,TG_D0_1_fpkm,TG_D0_2_fpkm,TG_D0_3_fpkm
ENSMUSG00000084786,1049.893529,1696.026029,-0.6574,2.47E-06,7.30E-05,Ubl5,chr9,+,20642878,20647140,2511,protein_coding,ubiquitin-like_5,1067,1090,1074,1611,1627,1723,21.76316191,22.43339021,25.04633791,35.54168866,31.26231801,31.15919887
ENSMUSG00000048406,78.03490993,132.2873806,-0.65716,0.002418,0.020617,B330016D10Rik,chr4,+,141546189,141547892,1701,pseudogene,RIKEN_cDNA_B330016D10_gene,104,77,63,118,138,133,3.131362253,2.339384117,2.16881697,3.84296938,3.914309025,3.5505452
ENSMUSG00000043811,129.0722609,224.1422241,-0.6571,0.0069689,0.046541,Rtn4r,chr16,+,18127642,18152408,1938,protein_coding,reticulon_4_receptor,94,133,163,247,224,177,2.484153152,3.546606402,4.925161756,7.060450474,5.576665328,4.14731681
ENSMUSG00000039901,228.218256,373.3862133,-0.65606,7.74E-05,0.0013204,9130011E15Rik,chr19,-,45818144,45998488,2896,protein_coding,RIKEN_cDNA_9130011E15_gene,264,245,201,370,372,347,4.668847147,4.372025157,4.064285115,7.077704019,6.197616778,5.440998869
ENSMUSG00000033161,11140.96572,17978.31922,-0.65513,3.09E-06,8.83E-05,Atp1a1,chr3,-,101576219,101604603,3598,protein_coding,ATPase_Na+/K+_transporting_alpha_1_polypeptide,11963,11429,10987,18194,18093,16065,170.2876806,164.1580555,178.8152822,280.1278331,242.6217665,202.7530002
ENSMUSG00000048550,74.40586536,124.9560152,-0.65498,0.0018375,0.016611,Thnsl1,chr2,+,21205724,21215009,3899,protein_coding,threonine_synthase-like_1_(bacterial),77,86,68,109,130,129,1.011443846,1.13988317,1.021274162,1.548682865,1.60868293,1.502395221
ENSMUSG00000009090,785.333921,1283.554277,-0.65352,0.00011838,0.0018442,Ap1b1,chr11,+,4986824,5042791,4085,protein_coding,adaptor_protein_complex_AP-1_beta_1_subunit,833,878,725,1419,1098,1188,10.44376827,11.10753219,10.39280102,19.24330065,12.96852596,13.20602448
ENSMUSG00000031782,5197.43751,8350.81151,-0.65242,1.19E-06,3.94E-05,Coq9,chr8,+,94838321,94854895,1789,protein_coding,coenzyme_Q9_homolog_(yeast),5233,5378,5371,7910,8017,8505,149.8113372,155.3551243,175.8051037,244.9375522,216.2130381,215.8796453
ENSMUSG00000016386,203.5130359,335.1656985,-0.65218,0.00051871,0.0062147,Mpped2,chr2,+,106693269,106868356,2848,protein_coding,metallophosphoesterase_domain_containing_2,217,250,169,213,412,382,3.902330383,4.536439769,3.474828593,4.143132752,6.979713036,6.090754522
ENSMUSG00000024997,3071.706974,4933.476149,-0.65209,1.16E-06,3.84E-05,Prdx3,chr19,-,60864051,60874556,1478,protein_coding,peroxiredoxin_3,3291,3025,3136,4520,4651,5296,114.0401381,105.7708685,124.2476796,169.4155349,151.8281296,162.7126285
ENSMUSG00000078317,110.5717453,186.7546084,-0.652,0.0030614,0.024848,F8a,chrX,+,73228291,73230795,2505,protein_coding,factor_8-associated_gene_A,116,110,114,183,141,220,2.371671558,2.269342676,2.664917618,4.046994275,2.715762072,3.988069049
ENSMUSG00000041351,284.201725,461.8563811,-0.65151,0.00010335,0.0016581,Rap1gap,chr4,+,137664726,137729861,4140,protein_coding,Rap1_GTPase-activating_protein,293,303,281,316,550,516,3.624695809,3.782312541,3.974592838,4.228399102,6.409773521,5.659747794
ENSMUSG00000021072,1107.432058,1785.9937,-0.65141,9.84E-06,0.00024257,Tmx1,chr12,+,70453095,70468040,2795,protein_coding,thioredoxin-related_transmembrane_protein_1,1202,1192,1037,1221,1916,2202,22.02555912,22.03989741,21.72619189,24.20042997,33.07455646,35.77529477
ENSMUSG00000021906,660.9611895,1059.711377,-0.65024,1.12E-06,3.75E-05,Oxnad1,chr14,+,32085374,32103202,4086,protein_coding,oxidoreductase_NAD-binding_domain_containing_1,714,676,650,964,1034,1112,8.949610527,8.549947717,9.315403283,13.06976871,12.20963027,12.35816938
ENSMUSG00000033065,12869.27386,20689.97639,-0.64958,4.26E-06,0.00011617,Pfkm,chr15,+,98092589,98132447,2880,protein_coding,phosphofructokinase_muscle,13656,13274,12766,21074,19304,19800,242.8484337,238.1905081,259.5667259,405.3626388,323.3963824,312.1910302
ENSMUSG00000026095,76.10532041,128.5230259,-0.64945,0.0035871,0.027893,Asnsd1,chr1,-,53344617,53352752,2442,protein_coding,asparagine_synthetase_domain_containing_1,89,72,74,112,113,153,1.866588705,1.523708752,1.774486611,2.540748007,2.232611309,2.845073494
ENSMUSG00000024177,52.33762599,89.61383587,-0.64883,0.006647,0.044972,Nme4,chr17,-,26091734,26095508,964,protein_coding,NME/NM23_nucleoside_diphosphate_kinase_4,50,57,54,73,89,103,2.656423153,3.055715711,3.280223176,4.195029862,4.454442006,4.851856071
ENSMUSG00000020547,1607.450914,2580.413881,-0.64811,3.54E-06,9.89E-05,Bzw2,chr12,-,36091846,36156825,1860,protein_coding,basic_leucine_zipper_and_W2_domains_2,1786,1641,1543,2586,2445,2485,49.17821902,45.59432202,48.57800203,77.02022922,63.42292328,60.66820802
ENSMUSG00000046070,101.4001721,173.2928768,-0.64665,0.0066999,0.045121,Igfals,chr17,+,24878770,24882008,2111,protein_coding,insulin-like_growth_factor_binding_protein_acid_labile_subunit,101,92,116,147,129,234,2.4504025,2.25224027,3.217780554,3.857610116,2.948368844,5.033561075
ENSMUSG00000074466,318.1849539,513.6731863,-0.64664,3.70E-05,0.00072784,Gm15417,chr3,+,89391850,89398779,925,antisense,predicted_gene_15417,396,296,294,450,521,541,21.92591568,16.53731899,18.6119666,26.95007707,27.17542388,26.55848214
ENSMUSG00000060969,76.01363134,127.9882361,-0.64469,0.0039155,0.029963,Irx1,chr13,-,71957921,71963723,2373,protein_coding,Iroquois_related_homeobox_1_(Drosophila),85,72,77,122,112,140,1.83453277,1.568013811,1.900113982,2.848074353,2.277197093,2.679032708
ENSMUSG00000028538,809.3987463,1304.191846,-0.64457,2.89E-05,0.00059151,St3gal3,chr4,-,117932154,118134914,2549,protein_coding,ST3_beta-galactoside_alpha-23-sialyltransferase_3,956,850,712,1291,1102,1406,19.20845096,17.23313204,16.35674281,28.05728459,20.8589333,25.04743185
ENSMUSG00000021843,2529.522654,4013.396833,-0.64396,2.09E-08,1.15E-06,Ktn1,chr14,+,47648448,47736564,4608,protein_coding,kinectin_1,2572,2732,2502,3486,4330,4011,28.58661813,30.63961825,31.79519565,41.90869551,45.33731143,39.52645903
ENSMUSG00000032952,231.1888489,371.9676998,-0.64382,3.91E-05,0.00075815,Ap4b1,chr3,+,103809520,103822025,2799,protein_coding,adaptor-related_protein_complex_AP-4_beta_1,259,235,221,304,380,416,4.739157608,4.338904478,4.623555147,6.016721585,6.550297641,6.748980146
ENSMUSG00000036585,1900.024811,3026.914186,-0.64371,6.42E-07,2.34E-05,Fgf1,chr18,-,38838673,38929404,3983,protein_coding,fibroblast_growth_factor_1,1857,2011,1973,2485,3180,3286,23.87843633,26.09257194,29.00704213,34.56251341,38.52096426,37.46320865
ENSMUSG00000024059,1836.364665,2917.412881,-0.64338,9.76E-08,4.53E-06,Clip4,chr17,+,71781947,71858351,4055,protein_coding,CAP-GLY_domain_containing_linker_protein_family_member_4,1808,2084,1784,2517,3257,2830,22.83556987,26.55962761,25.76265741,34.38599435,38.75317026,31.69153648
ENSMUSG00000033809,123.013559,206.2255078,-0.64296,0.003455,0.027186,Alg3,chr16,-,20605451,20610768,1451,protein_coding,asparagine-linked_glycosylation_3_(alpha-13-mannosyltransferase),94,154,130,210,199,191,3.317910964,5.484896461,5.246414585,8.017539583,6.617074135,5.977418635
ENSMUSG00000008136,20205.0504,32235.66672,-0.64248,1.85E-06,5.72E-05,Fhl2,chr1,-,43123074,43196984,1563,protein_coding,four_and_a_half_LIM_domains_2,20675,20237,21146,27990,30530,36368,677.4711829,669.1173314,792.2384506,992.0490622,942.4279607,1056.594045
ENSMUSG00000027618,555.93121,887.6290718,-0.64224,3.92E-06,0.00010814,Nfs1,chr2,-,156123639,156144186,2051,protein_coding,nitrogen_fixation_gene_1_(S._cerevisiae),601,564,550,767,854,993,15.00766401,14.21112858,15.70303852,20.71662163,20.08965815,21.98524484
ENSMUSG00000091937,67.01770875,113.2442615,-0.63979,0.0065473,0.044644,Gm3646,chr1,-,39804141,39805332,359,protein_coding,predicted_gene_3646,60,71,74,87,109,140,8.55975015,10.22066198,12.07046325,13.42499197,14.64914864,17.70848082
ENSMUSG00000024870,2391.698059,3812.849991,-0.63972,3.24E-06,9.19E-05,Rab1b,chr19,-,5099207,5106996,1835,protein_coding,RAB1B_member_RAS_oncogene_family,2568,2656,2197,3862,3484,3747,71.67426322,74.80095239,70.11011107,116.5911085,91.60568236,92.72467993
ENSMUSG00000001445,459.9840028,756.31525,-0.63937,0.0012375,0.012175,Mrpl10,chr11,+,97041560,97049213,1708,protein_coding,mitochondrial_ribosomal_protein_L10,481,457,476,889,650,632,14.42319571,13.82749338,16.31945884,28.83388255,18.36140148,16.80261708
ENSMUSG00000032010,1985.699796,3171.225883,-0.63902,9.04E-06,0.0002257,Usp2,chr9,+,44067021,44095627,3867,protein_coding,ubiquitin_specific_peptidase_2,2561,1841,1767,2747,3033,3557,33.91873859,24.60337816,26.75771627,39.35262597,37.84239151,41.76932062
ENSMUSG00000020741,3796.14913,6011.673533,-0.63861,1.17E-07,5.26E-06,Cluh,chr11,+,74649495,74670847,6098,protein_coding,clustered_mitochondria_(cluA/CLU1)_homolog,4296,3871,3584,5668,5988,5944,36.0812138,32.80581841,34.41654321,51.49103862,47.37778011,44.26282199
ENSMUSG00000020843,357.2586738,572.5525303,-0.63856,2.87E-05,0.00058967,Timm22,chr11,+,76406952,76416292,2817,protein_coding,translocase_of_inner_mitochondrial_membrane_22,353,408,344,553,563,557,6.417888162,7.484942036,7.150859785,10.87495616,9.642771691,8.978753869
ENSMUSG00000050556,246.6995534,394.3302928,-0.63614,2.64E-05,0.00055231,Kcnb1,chr2,-,167103378,167190155,3725,protein_coding,potassium_voltage_gated_channel_Shab-related_subfamily_member_1,272,260,232,358,407,393,3.739787394,3.607133337,3.647105905,5.324097254,5.271673063,4.790865645
ENSMUSG00000021255,387.0394289,618.1695172,-0.63605,2.18E-05,0.00046941,Esrrb,chr12,+,86361117,86521628,4300,protein_coding,estrogen_related_receptor_beta,384,435,377,578,581,651,4.573693475,5.228004187,5.134043705,7.446438608,6.519105557,6.874802898
ENSMUSG00000016349,18545.11074,29702.94958,-0.63477,6.10E-05,0.0010878,Eef1a2,chr2,-,181147653,181157014,2084,protein_coding,eukaryotic_translation_elongation_factor_1_alpha_2,18311,19176,19468,30893,25744,29558,450.0063421,475.5272748,547.0289235,821.2050289,596.0170018,644.058103
ENSMUSG00000014633,480.9789309,784.8608711,-0.63463,0.00091768,0.0095948,Cmc2,chr8,-,116888685,116921455,1612,protein_coding,COX_assembly_mitochondrial_protein_2,554,482,453,898,612,747,17.601473,15.45244214,16.45583149,30.86032743,18.31752197,21.04278814
ENSMUSG00000041891,699.9475334,1103.317526,-0.6322,1.21E-07,5.45E-06,Lman1,chr18,-,65980754,66022580,3563,protein_coding,lectin_mannose-binding_1,758,812,610,950,1219,1085,10.89576354,11.77756019,10.02537622,14.77056178,16.5070026,13.82807207
ENSMUSG00000025465,4458.387593,7031.987008,-0.63156,3.71E-07,1.46E-05,Echs1,chr7,-,140105710,140116476,4088,protein_coding,enoyl_Coenzyme_A_hydratase_short_chain_1_mitochondrial,5377,4285,4149,5882,7098,7782,67.36486376,54.16952963,59.43184525,79.70826638,83.77326541,86.44264711
ENSMUSG00000030029,405.5194916,644.0691657,-0.63127,6.70E-06,0.0001729,Lrig1,chr6,-,94604529,94700158,4951,protein_coding,leucine-rich_repeats_and_immunoglobulin-like_domains_1,448,492,329,585,652,654,4.634355807,5.13555402,3.891254522,6.545640816,6.353821439,5.998360185
ENSMUSG00000069844,286.6779683,458.5608222,-0.63093,8.26E-05,0.0013877,Sco1,chr11,+,67052670,67067070,2637,protein_coding,SCO_cytochrome_oxidase_deficient_homolog_1_(yeast),313,301,273,454,437,446,6.079088896,5.898906211,6.062324567,9.537508841,7.995610755,7.680198544
ENSMUSG00000026723,73.92047437,122.9260958,-0.62998,0.0045503,0.033658,Trdmt1,chr2,-,13509014,13544664,3784,protein_coding,tRNA_aspartic_acid_methyltransferase_1,69,95,66,105,146,112,0.93390403,1.297440956,1.02136148,1.537189474,1.861581543,1.344047487
ENSMUSG00000042870,446.115618,708.9002032,-0.6291,1.81E-05,0.00040129,Tom1,chr8,+,75033686,75070121,2358,protein_coding,target_of_myb1_homolog_(chicken),525,486,380,668,648,758,11.40301745,10.65142206,9.436837196,15.69357518,13.25902353,14.59731982
ENSMUSG00000004347,607.4427557,958.084565,-0.62905,1.68E-06,5.31E-05,Pde1c,chr6,-,56069821,56369634,8847,protein_coding,phosphodiesterase_1C,668,626,584,815,943,1067,3.867093936,3.656734518,3.865480499,5.103296623,5.142756974,5.476664167
ENSMUSG00000038663,2464.677814,3889.319755,-0.6288,1.70E-06,5.37E-05,Fsd2,chr7,-,81533308,81566944,3985,protein_coding,fibronectin_type_III_and_SPRY_domain_containing_2,2520,2739,2365,3826,3841,3682,32.38743106,35.52048049,34.7527748,53.18704601,46.50464332,41.95687914
ENSMUSG00000051373,386.5091088,623.7217803,-0.62868,0.00056817,0.0066198,Ppapdc3,chr2,+,32095528,32110820,1947,protein_coding,phosphatidic_acid_phosphatase_type_2_domain_containing_3,362,403,419,659,595,555,9.522410631,10.69680848,12.60186255,18.75032041,14.74454416,12.94418615
ENSMUSG00000021265,145.1478463,239.7582109,-0.62763,0.0035286,0.02769,Slc25a29,chr12,-,108825873,108835883,1976,protein_coding,solute_carrier_family_25_(mitochondrial_carrier_palmitoylcarnitine_transporter)_member_29,168,138,142,263,184,245,4.354383021,3.609169441,4.208119565,7.373234367,4.492739306,5.630239411
ENSMUSG00000060187,2931.681648,4650.619696,-0.62698,2.73E-05,0.00056508,Lrrc10,chr10,+,117045341,117046768,1428,protein_coding,leucine_rich_repeat_containing_10,3887,2644,2582,3713,4701,5358,139.4089383,95.68599312,105.8801864,144.0409484,158.8336003,170.3814148
ENSMUSG00000051502,77.36791008,127.9391778,-0.62688,0.0039893,0.030411,Ufsp1,chr5,+,137294629,137295665,1037,protein_coding,UFM1-specific_peptidase_1,88,81,71,117,112,146,4.346184936,4.036652719,4.009278814,6.250234846,5.210982355,6.393251921
ENSMUSG00000024049,15561.77594,24642.98964,-0.62685,1.56E-05,0.00035378,Myom1,chr17,+,71019521,71126856,5602,protein_coding,myomesin_1,16783,16842,14586,25887,22088,23496,153.4372395,155.3694699,152.468375,255.9928584,190.2364029,190.4577053
ENSMUSG00000024527,1856.803477,2935.730381,-0.62611,1.01E-05,0.00024751,Afg3l2,chr18,-,67404767,67449166,3085,protein_coding,AFG3-like_AAA_ATPase_2,2055,1968,1731,3014,2768,2752,34.11622298,32.96742684,32.85704982,54.12243283,43.29036562,40.50801663
ENSMUSG00000005683,16154.30563,25278.13911,-0.62557,2.19E-08,1.20E-06,Cs,chr10,+,128337832,128362479,2828,protein_coding,citrate_synthase,17708,16460,15727,20809,25975,27939,320.6966288,300.7914942,325.6515491,407.62521,443.1558508,448.6205577
ENSMUSG00000050315,1368.753838,2138.376662,-0.62424,1.43E-08,8.21E-07,Synpo2,chr3,-,123076519,123236149,7114,protein_coding,synaptopodin_2,1424,1543,1276,1805,2361,2149,10.25180684,11.2090083,10.50324462,14.05570313,16.0126224,13.71735168
ENSMUSG00000073700,1289.646825,2023.306682,-0.62408,4.18E-07,1.61E-05,Klhl21,chr4,+,152008803,152017680,3986,protein_coding,kelch-like_21,1531,1327,1150,1871,2017,2044,19.67171314,17.20476535,16.89457273,26.00313577,24.41456216,23.28580817
ENSMUSG00000019864,1049.739811,1658.180592,-0.62397,1.45E-05,0.00033582,Rtn4ip1,chr10,+,43901807,43947862,2981,protein_coding,reticulon_4_interacting_protein_1,1086,1119,1035,1664,1599,1567,18.65830275,19.39917389,20.33129494,30.92292566,25.88015208,23.8701275
ENSMUSG00000066232,734.6190287,1153.149505,-0.62362,6.41E-07,2.34E-05,Ipo7,chr7,+,110018425,110055114,3117,protein_coding,importin_7,767,899,626,1008,1255,1134,12.60267823,14.9052071,11.76045698,17.91484109,19.42617335,16.5205298
ENSMUSG00000015217,765.8995342,1207.783201,-0.62361,7.98E-06,0.00020285,Hmgb3,chrX,+,71555918,71560676,1743,protein_coding,high_mobility_group_box_3,809,831,730,1177,1120,1228,23.77143618,24.63875517,24.5251764,37.40832876,31.0028038,31.99253827
ENSMUSG00000037032,1619.114901,2566.155671,-0.62279,5.71E-05,0.0010299,Apbb1,chr7,-,105558483,105581653,2878,protein_coding,amyloid_beta_(A4)_precursor_protein-binding_family_B_member_1,1846,1489,1647,2521,2308,2654,32.85074277,26.7373914,33.51116116,48.52564163,38.6923717,41.87529189
ENSMUSG00000054676,510.1083079,808.0122692,-0.62254,4.24E-05,0.00080821,1600014C10Rik,chr7,+,38183217,38197568,3341,protein_coding,RIKEN_cDNA_1600014C10_gene,558,548,475,807,721,825,8.553857475,8.476551564,8.325374928,13.38092972,10.41211906,11.21308699
ENSMUSG00000046671,1951.967105,3055.545541,-0.62113,5.42E-07,2.00E-05,Mtfr1l,chr4,-,134525550,134535387,4085,protein_coding,mitochondrial_fission_regulator_1-like,2077,2058,1896,2889,3018,3036,26.04046422,26.03565062,27.17896654,39.17822098,35.64572981,33.74872924
ENSMUSG00000032679,1053.586973,1644.749837,-0.62064,8.50E-08,4.04E-06,Cd59a,chr2,+,104095801,104115354,1806,protein_coding,CD59a_antigen,1219,1132,927,1357,1681,1823,34.56927298,32.39245068,30.05720926,41.62472067,44.90868142,45.83704807
ENSMUSG00000020935,631.5722356,1010.056466,-0.61966,0.00045902,0.00563,Dcakd,chr11,-,102994047,103028333,1744,protein_coding,dephospho-CoA_kinase_domain_containing,624,734,598,1123,861,930,18.324933,21.75027261,20.0789672,35.67159316,23.81973948,24.21498399
ENSMUSG00000029432,8976.257902,14013.12625,-0.6183,4.11E-07,1.58E-05,Gbas,chr5,+,129725063,129758327,2112,protein_coding,glioblastoma_amplified_sequence,9372,9045,9199,11383,14733,15351,227.2702829,221.3246483,255.054724,298.5740454,336.5717116,330.0581615
ENSMUSG00000042647,605.520708,946.5277337,-0.61829,1.43E-06,4.64E-05,Acad12,chr5,-,121598284,121618938,2372,protein_coding,acyl-Coenzyme_A_dehydrogenase_family_member_12,622,650,597,825,996,967,13.43012288,14.16164806,14.73826338,19.26763872,20.25932587,18.51226284
ENSMUSG00000038375,7099.638875,11078.30572,-0.61622,8.81E-07,3.01E-05,Trp53inp2,chr2,+,155381059,155389850,3979,protein_coding,transformation_related_protein_53_inducible_nuclear_protein_2,6955,7641,7258,10105,11399,11017,89.52152703,99.24105807,106.814372,140.6862356,138.22072,125.7294827
ENSMUSG00000030852,4532.531657,7180.388833,-0.61618,0.00018857,0.0027191,Tacc2,chr7,+,130577484,130764784,9103,protein_coding,transforming_acidic_coiled-coil_containing_protein_2,5263,4086,4599,4720,7921,8873,29.61100269,23.1968463,29.58458855,28.72411696,41.98322601,44.26226736
ENSMUSG00000021577,18457.4708,28720.56159,-0.61613,1.04E-07,4.76E-06,Sdha,chr13,-,74322254,74350280,2900,protein_coding,succinate_dehydrogenase_complex_subunit_A_flavoprotein_(Fp),20508,18958,17625,26789,28522,28837,362.1842806,337.8388938,355.8916467,511.7380794,474.5285141,451.543711
ENSMUSG00000042918,103.94263,167.8182538,-0.61486,0.001715,0.015728,Mamstr,chr7,+,45639977,45646521,4534,protein_coding,MEF2_activating_motif_and_SAP_domain_containing_transcriptional_regulator,121,114,89,160,171,160,1.366809979,1.299386831,1.149463427,1.954914182,1.819679619,1.602456264
ENSMUSG00000061461,972.9995736,1519.825244,-0.61406,4.24E-06,0.00011585,Smim20,chr5,+,53267106,53283510,5924,protein_coding,small_integral_membrane_protein_20,1021,1018,963,1438,1579,1433,8.827037644,8.880713377,9.519144164,13.44723723,12.86019093,10.98446372
ENSMUSG00000029524,210.0354329,333.7386931,-0.61404,0.00030879,0.0040623,Sirt4,chr5,-,115478010,115484725,1794,protein_coding,sirtuin_4,256,231,170,299,306,375,7.308391655,6.654335088,5.548979872,9.232896774,8.229611318,9.491974163
ENSMUSG00000022358,1803.78859,2855.801495,-0.61345,0.00024954,0.0033915,Fbxo32,chr15,-,58175879,58214892,6936,protein_coding,F-box_protein_32,1805,2481,1382,1973,2974,3583,13.32822784,18.48556824,11.66770998,15.75822261,20.6877003,23.45770077
ENSMUSG00000040219,353.6577055,553.2909943,-0.61322,8.46E-06,0.00021375,Ttc12,chr9,-,49436963,49486225,3628,protein_coding,tetratricopeptide_repeat_domain_12,402,405,297,458,570,607,5.67496335,5.769030967,4.793755038,6.993384878,7.580326529,7.5974724
ENSMUSG00000033157,117.39686,191.2344477,-0.61294,0.0032736,0.026125,Abhd10,chr16,-,45729725,45742955,2848,protein_coding,abhydrolase_domain_containing_10,159,128,83,185,199,175,2.859311203,2.322657162,1.706572622,3.598495583,3.371269161,2.790267124
ENSMUSG00000026172,378.2944036,597.2900192,-0.61173,0.00017815,0.0025956,Bcs1l,chr1,+,74588289,74592443,1890,protein_coding,BCS1-like_(yeast),398,404,367,616,577,543,10.78513422,11.04675409,11.37079754,18.05544258,14.72971505,13.04625142
ENSMUSG00000032044,168.7095182,266.5398584,-0.61109,0.00023992,0.0032896,Rpusd4,chr9,+,35267865,35277731,1821,protein_coding,RNA_pseudouridylate_synthase_domain_containing_4,196,181,148,226,298,263,5.512522968,5.136694704,4.7592491,6.875237796,7.895627566,6.558333858
ENSMUSG00000022235,414.8856546,648.6751392,-0.61061,1.78E-05,0.00039592,Cmbl,chr15,+,31568791,31590119,1048,protein_coding,carboxymethylenebutenolidase-like_(Pseudomonas),503,440,351,526,653,740,24.58164763,21.69734124,19.61247941,27.80441051,30.06299433,32.06403364
